TUF ID,Chart,VFX,Misc
3083,C0,V0,
3120,C0,V0,H1
4939,C0,V0,
5176,C0,V0,
8972,C0,V0,
8413,C0,V0,
3999,C0,V0,H2
9411,C0,V0,
10214,C0,V0,
21,C1,V0,
11132,C0,V0,
5262,C1,V0,
5457,C1,V0,
11004,C1,V0,
3193,C0,V0,
10946,C0,V0,
3639,C0,V1,
3641,C0,V0,
3642,C1,V1,
3644,C1,V1,
3645,C1,V1,
3668,C0,V0,
3669,C1,V1,
3670,C1,V1,
3685,C1,V1,
4218,C1,V1,
6305,C0,V1,
6307,C0,V1,
6308,C0,V0,
6310,C0,V0,
6311,C0,V0,
6313,C0,V0,
6647,C0,V1,
10185,C0,V0,
10184,C1,V0,
10210,C0,V0,
10199,C0,V0,
10200,C0,V1,
10212,C0,V0,
10217,C0,V0,
10198,C0,V1,
10073,C0,V0,
10147,C0,V0,
11210,C0,V0,
9392,C0,V0,
9164,C0,V0,
90,C0,V0,
1861,C0,V1,
7308,C0,V0,
2789,C0,V0,
89,C0,V0,
8873,C0,V0,
10580,C1,V0,
1708,C0,V0,
11623,C1,V0,
4476,C0,V0,
1687,C0,V0,
6274,C0,V0,
11760,C0,V0,
9250,C0,V0,
323,C0,V0,
11424,C0,V0,
11808,C1,V0,
10444,C0,V0,
8577,C1,V0,
7196,C1,V0,
11925,C0,V0,
112,C0,V0,
163,C1,V0,
198,C0,V0,
200,C1,V0,
30,C0,V0,
12122,C0,V0,Epic
12153,C0,V0,
8435,C0,V0,
406,C0,V0,
437,C0,V0,
1204,C0,V0,
1429,C0,V0,
1464,C1,V0,
2184,C0,V0,
4136,C0,V0,
12151,C0,V0,
2850,C0,V0,
11456,C0,V0,
12262,C0,V0,
12249,C0,V0,
8197,C0,V0,
8132,C0,V0,
8130,C0,V0,
8128,C0,V0,
8950,C1,V0,
8952,C0,V0,
8954,C1,V0,
8956,C0,V0,
8957,C0,V0,
8962,C0,V0,
7458,C0,V0,
3803,C0,V1,
12367,C0,V0,
12364,C1,V1,
12313,C0,V0,
12321,C0,V0,
12331,C0,V0,
12338,O1,V0,
12339,O1,V0,Epic
12341,O1,V0,
12344,C0,V0,Epic
12350,C0,V0,
5042,C1,V1,
5044,C0,V2,
12125,C0,V0,
9511,C0,V0,
2987,C0,V0,
6610,C0,V0,
3365,C0,V0,
11070,C0,V0,
9543,C0,V0,
9233,C0,V0,
8892,C1,V0,
12641,C0,V0,
1897,C0,V0,
8602,C0,V0,
11244,C0,V0,
883,,,
1660,,,
1673,,,
1812,,,
2264,,,
2379,,,
3099,,,
3141,,,
3154,,,
4099,,,
4101,,,
4102,,,
4103,,,
4104,,,
4111,,,
4112,,,
4114,,,
4115,,,
4117,,,
4118,,,
5125,,,
5187,,,
5219,,,
5270,,,
5361,,,
5369,,,
5417,,,
5516,,,
5634,,,
7004,,,
7120,,,
7124,,,
7426,,,
7434,,,
7461,,,
7561,,,
8166,,,
8431,,,
9178,,,
9257,,,
9269,,,
9297,,,
9741,,,
9926,,,
10020,,,
10119,,,
11239,,,
11464,,,
11809,,,
12026,,,
12027,,,
12031,,,
12033,,,
12399,,,
12476,,,
12689,,,
12727,,,
12779,,,
12802,,,
12803,,,
12839,,,
12850,,,
12851,,,
12852,,,
12853,,,
12854,,,
12855,,,
12856,,,
12857,,,
12858,,,
12859,,,
12860,,,
12861,,,
12862,,,
12863,,,
12864,,,
12865,,,
12866,,,
12867,,,
12875,,,
12999,,,
13032,,,
13034,,,
13038,,,
13041,,,
8337,,,
9788,,,
7984,,,
13066,,,
13067,,,
13068,,,
13069,,,
13070,,,
13071,,,
12171,,,
12172,,,
12982,,,
12984,,,
12985,,,
12986,,,
12987,,,
12992,,,
13061,,,
